1	"Would that this day I had le[ft] the ball in the carpenter's house —
2	[the carpenter's wife, who is like the moth]er who bore me — would that I had le[ft it there;]
3	the ca[rpenter's daughter, who is like my] little [si]ster — would th[at I had left it there!]
4	Today my ba[ll] fe[ll] down into the earth;
5	my mallet f[ell down] into the earth."
6	Enkidu ans[wered(?)] Gilgameš:
7	"My lord — why do you weep? Why is your heart [sick?]
8	Today I myself will br[ing] your ball [up] from the earth;
9	I myself will bri[ng] your mallet up from the earth!"
10	Gilgameš [answered(?)] Enkidu:
11	"If [you go down] to the earth,
12	[you must hold fast] to my instruction:
13	[you must not put on] a clean garment,
14	or they will kn[ow you] for the stranger you are;
15	you must not anoint yourself with sweet oil from the flask,
16	or at its scent they will gather about you;
17	you must not sling a throw-stick in the earth,
18	or those the throw-stick struck will ring you round;
19	you must not carry a cudgel in your hand,
20	or the shades will shudder away from you;
21	you must not put shoes on your feet;
22	you must not raise a cry in the earth;
23	you must not kiss the wife you love;
24	you must not strike the wife you hate;
25	you must not kiss the son you love;
26	you must not strike the son you hate —
27	or the outcry of the earth will s[ei]ze you:
28	'She who lies, she who lies — the mother of Ninazu, she who lies:
29	her pure shoulders are not covered with a garment;
30	her breast, like an unguent-jar, is not draped.'"
31	[Enkidu] went down [to the earth,]
32	but he did not hold [to the instruction of Gilgame]š:
33	he put on a c[lean garment,]
34	and they knew him for the str[anger] he was;
35	he anointed himself with sw[eet] oil from the flask,
36	and at [its] scent they gathered about him;
37	he slung a throw-stick i[n the earth,]
37a	and the shades were trembling;
38	those [struck] by the throw-stick ringed him round;
39	he l[if]ted a cudgel in [his] hand,
40	and [the shades] were trembling;
41	[he put] shoes o[n his feet;]
42	[he raised] a cry [in the earth;]
43	[he kissed] the wif[e he loved;]
44	[he struck the w]if[e he] hated;
45	he ki[ssed the s]o[n] he loved;
46	he str[uck the so]n he hated —
47	and the out[cr]y of the earth seized him:
48	"She who lies, [she who l]ies — the mother of Ninazu, she who li[es:]
49	her pure shoulders are not covered with a garment;
50	her breast, like an unguent-jar, is not draped."
51	Then [E]nkidu [would rise] from the earth to the up[per world:]
52	Namt[ar did not sei]ze him; the Demon did not seize him; the ear[th seiz]ed him;
53	the merciless amb[usher Nergal] did not seize him; the eart[h seize]d him;
54	he did not fall on the field of the b[attle of m]ales; the earth seized him.
55	Then [the ki]ng, the son of Ninsun, wept for his servant Enkidu:
56	to Ekur, the house of Enlil, he went all alone:
57	"Father [Enli]l — today my ball fell down into the earth,
58	my mallet fell down into the earth,
59	and Enkidu, who [went down] to bring th[em] up — [the earth seized him!]
60	Namtar did not seize him; the Demon did not seize him; the earth seized him;
61	the merciless ambusher Nergal did not seize him; the earth seized him;
62	he did not fall [on the field of the batt]le of males; the earth seized him!"
63	Father Enlil answered him not a word.
64	[To Ur, the house of Sîn,] he went [all alone:]
65	"Father Sîn — today my ball fell down into the earth,
66	my mallet fell down [into the earth,]
67	and Enkidu, who [went down] to bring th[em] up — [the earth seized him!]
68	Namtar did not seize him; the Demon did not seize him; the earth seized him;
69	the mercile[ss] ambusher Nergal [did not seiz]e him; the earth seized him;
70	he did [n]ot fall on [the field of the battle of males;] the earth seized him!"
71	Fa[ther Sîn answered him not a word.]
72	T[o Eridu, the house of Ea, he went all alone:]
